city,locality,hospital_km,school_km,mall_km,station_km,accessibility_score,accessibility_available
New Delhi,Vasant Vihar,0.933886121719734,0.5055926339839965,2.408019368586791,0.863157190963855,8.5,1
Bangalore,Yelahanka,0.0830814794230217,0.734566074414034,0.7232027947123739,0.6796692013588095,9.22,1
New Delhi,Indraprastha,0.2528090417612329,0.3634392085154481,2.392392094607393,1.1834660464340938,8.86,1
Mumbai,Lower Parel,0.397092494479618,0.2372375243903109,0.5407974369738558,0.0,9.56,1
New Delhi,Pushpanjali Enclave,0.3071726551344402,0.3446531633796921,0.3580604630962127,0.6640070887103063,9.34,1
Mumbai,Amar Nagar Mulund West,0.1915805616231952,0.4021624695669403,0.5381358251471168,2.121233813548945,8.81,1
New Delhi,Shastri Nagar,1.0465941393484872,0.5844581606868258,1.6312767853407857,1.617786705524239,8.23,1
Mumbai,Wadala East,0.2294557570299359,0.223622976717164,1.5806064913801332,0.4680682794995166,9.34,1
Bangalore,Domlur,0.401882084790051,0.3873899384069647,2.045740512559476,1.7648972985090154,8.6,1
New Delhi,Sector 14 Dwarka,0.0162883194494503,0.0991256486608406,4.310811893326064,0.4858790446838388,9.11,1
New Delhi,Kundan Nagar,0.4424445465518729,0.7635527381428933,2.725491951427669,0.6687935073373875,8.69,1
New Delhi,Sector 23 Dwarka,0.0162883194494503,0.0991256486608406,4.310811893326064,0.4858790446838388,9.11,1
New Delhi,Karol Bagh,0.5526183555394045,0.3312653962837843,2.934253756443688,1.1295254760855005,8.64,1
Mumbai,Goregaon West,0.2408340640442167,0.6793249554684624,0.4910555745201865,0.6715034945077655,9.19,1
Bangalore,Harlur,0.1502022842627093,0.8951710694795152,2.26033459756625,3.295827610065228,7.89,1
New Delhi,Madhu Vihar,0.5721812697155242,0.1520427304150958,1.749299567105784,0.7716405367156783,9.03,1
Bangalore,MKS Layout,1.0557848250140338,0.1642752215781759,1.286373867826263,1.2069557205283608,8.64,1
Bangalore,BTM Layout Stage 2,0.2101859951573819,0.1536912461217031,0.2012678628660736,0.3711503072046599,9.63,1
Mumbai,Bhandup,0.1323276477585747,0.7189130058559688,0.6612878171880802,0.0,9.46,1
Bangalore,Tumkur Road,0.2125306939330578,0.3235384626211388,0.5149425165837747,0.3055734422013997,9.52,1
Bangalore,Nagdevanahalli,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,BTM Layout,0.2101859951573819,0.1536912461217031,0.2012678628660736,0.3711503072046599,9.63,1
New Delhi,Malviya Nagar,0.2303158721806706,0.0344262543527289,0.8142361711043421,0.9197822215693806,9.38,1
Bangalore,Horamavu,0.120424240655163,0.3959941966938711,0.3752179480127398,1.7447138276429943,9.02,1
New Delhi,Burari,1.4446552283709029,1.9899040784920656,4.952354036623815,2.65589685987618,6.4,1
Bangalore,Hoskote,3.267034296365453,3.008161157272216,5.70017150207327,3.9415956328200368,4.2,1
Bangalore,Phase 5 JP Nagar,0.2569780469472153,0.1603554607187032,0.9687678516090128,0.8416428622460974,9.3,1
New Delhi,Safdarjung Development Area,0.2136612089776596,0.0869215716889201,0.5608428373290809,0.5115487639773858,9.55,1
Mumbai,Andheri East,0.4226134615720751,0.5845292494966973,2.965773668909623,0.1824236172426098,8.94,1
Bangalore,Bagalur Main Road,3.9017522324866496,4.392199206171338,5.763741239149275,8.547021862391388,1.6,1
Bangalore,Phase 8th JP Nagar,0.2898942215319559,0.0956369140683169,0.62518531590521,0.8784398101895525,9.36,1
New Delhi,Patel Nagar,1.5328718436455686,4.136246493292475e-06,3.75219627973086,0.6406784992564091,8.28,1
New Delhi,Sector 11 Dwarka,0.5299531814690632,0.5625898216384658,1.3795716493183008,0.767749545054244,8.91,1
Mumbai,Kandivali West,0.6185926799935867,0.9657160091432834,0.7772485834081228,0.0018223831541464,9.03,1
Mumbai,Seven Bungalows,0.0904734329309183,0.393330411666341,0.6972874623725811,0.0545245445498594,9.62,1
Bangalore,Thanisandra,0.2447294213109254,0.4103636515912949,3.70079754450436,5.031306586511205,7.21,1
Bangalore,Ashok Nagar,0.2563583343621026,0.128303643793398,0.0808208923927114,0.7270802469869865,9.5,1
Mumbai,Kandivali East,0.301082508041639,0.4738252146826577,0.3688728238977737,0.1748966917593484,9.46,1
Mumbai,Santacruz East,0.0919010921766806,0.010649473659503,3.0229707941406447,0.8716790858809191,9.16,1
Bangalore,HSR Layout,0.359615347050435,0.3759616909590133,2.300936937163328,1.3318977277826745,8.75,1
New Delhi,Defence Colony,0.3976472549878455,0.0817090978227056,2.5002894229788875,0.3389310988048856,9.22,1
Bangalore,Byrathi,2.2329839738120683,0.8515074282676199,3.2782953542709063,5.218494191521802,5.79,1
New Delhi,Shalimar bagh,0.1141919569426333,0.5064666045929472,1.2826623526004934,0.5600836661749143,9.28,1
Bangalore,1A Block Koramangala,0.1630895166978534,0.311523414729359,0.561326062417624,2.039824504475565,8.9,1
New Delhi,Moti Nagar,1.0343788809659389,0.2532908732940797,0.6296079704129647,0.346744783318982,9.03,1
Mumbai,Samata Nagar Thakur Village,0.4931657952223403,0.81114512797603,0.6043767108481316,0.7568560754195954,8.92,1
Bangalore,Bommasandra,6.864455629185167,6.031116035298404,9.463571576105876,6.3128517345872055,0.71,1
Mumbai,Four Bungalows,0.0560463097484959,0.2260880347615546,0.2566230162530137,0.4677801444054206,9.64,1
Bangalore,Avalahalli,0.2789323249386903,0.2644102648320696,1.8265151144370555,0.8015911900928311,9.13,1
Bangalore,Banaswadi,0.0699185187705812,0.320440745045583,2.092601189528628,1.214720789957619,9.03,1
Bangalore,Jalahalli West,0.8208600463643076,0.3157035982551943,3.7261057378272695,0.7793485046499664,8.5,1
New Delhi,Sector 8 Dwarka,0.0162883194494503,0.0991256486608406,4.310811893326064,0.4858790446838388,9.11,1
Mumbai,Malad East,0.1973381910588061,0.2211403815059412,0.534065533165992,0.2655974830074144,9.59,1
New Delhi,Uttam Nagar,0.6524999496308165,0.1558612166532993,2.2033393840028865,1.6499858454421252,8.58,1
New Delhi,Sat Bari,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Connaught Place,0.2389063338077398,0.9932372659692617,3.1141993358232565,0.1043682743070184,8.85,1
Mumbai,Govind Nagar Bhandup West,0.4064126030845897,0.378220137838745,0.6896300064033589,1.6512708033249603,8.84,1
Bangalore,Palanahalli Road,0.4080964067390698,0.5501032271118476,3.483786021742039,3.035651516120875,7.82,1
New Delhi,New Rajendra Nagar,0.8424594554074035,0.140190491825472,4.07528060384409,0.7978792332521665,8.51,1
New Delhi,Mukherjee Nagar,1.34247265160003,0.3344337354241198,3.675996227891909,1.2987138873665771,7.99,1
New Delhi,Safdarjung Enclave,0.2326151085317742,0.2006826404058657,1.818921762582096,0.7411350773662803,9.21,1
Mumbai,Vikhroli East,0.1749236876879647,0.0845353746204595,1.019125112200593,1.01670257174431,9.32,1
Bangalore,Doddakannelli,1.23889818727994,0.382440074515699,2.548352247953384,1.423118943666819,8.15,1
Bangalore,Kaggadasapura,0.5937614325723607,0.2499988428028787,1.769107612304475,1.8249696682092305,8.57,1
Mumbai,Worli,0.5099287971874605,0.1424951709171839,1.7608170823122549,0.3783431681223597,9.22,1
Mumbai,Virar West,0.2032033536473266,0.6052292352514392,1.71135304154713,0.6672617599971539,9.07,1
New Delhi,Kalkaji,0.3932489724263012,0.254938841247178,1.341304034886757,0.4452632898615707,9.27,1
Mumbai,Bhandup West,0.0635562719524958,0.3397346371448581,0.5638492487020943,0.5511515630610654,9.5,1
New Delhi,St Nagar Burari,0.2693497946466209,1.9415546043958931,4.268371906325736,1.0488377088564067,7.83,1
New Delhi,Sector 14 Rohini,0.2961400170693483,0.3988272715268586,0.0395125616706365,0.840444189549692,9.3,1
New Delhi,Neb Sarai,0.4745622902287778,0.3860544272746171,2.9840304077755246,1.6872755724291135,8.44,1
Bangalore,Kaval Byrasandra,0.2754783053835991,0.9298974643001784,3.289620381025413,2.317069771910587,8.01,1
Bangalore,Kammanahalli,0.2618938016084972,0.3745690184840827,1.6478318579787277,1.4819335350720984,8.85,1
Bangalore,Vinayak Nagar,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Kirti Nagar,0.7263076475422331,0.2662137832400278,0.8949374955137926,0.8845187731557614,8.97,1
Bangalore,Sunkadakatte,0.1202447529346819,0.9479087456560632,5.876530138867554,4.666659652881714,6.82,1
Mumbai,Mahim West,0.1451769150974663,0.1090671381619668,1.6103479181273483,0.4157357152747626,9.46,1
Mumbai,Magathane,0.2233072882133482,0.7261294028968582,0.4336189999480525,0.0,9.44,1
New Delhi,Old Rajendra Nagar,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Kakrola,1.3673890273856464,0.6927647601389467,1.4442602345168871,0.9999330458887864,8.24,1
Bangalore,Electronic City Phase 2,3.2393254493785566,2.811630956573949,5.784607273005868,2.7992997396648267,4.73,1
Bangalore,Anchepalya,0.4132734472034111,2.254907597896246,8.043988718683094,1.628400359309066,6.81,1
Mumbai,Byculla,0.2781504488674786,0.0919655601889044,2.1530428488601494,0.0,9.46,1
Mumbai,Ekta Nagar Kandivali West,0.5178930664772635,1.0316297913541594,0.953980905799684,0.1905290347569119,8.96,1
Mumbai,Chincholi Phatak,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
New Delhi,Haji Colony,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Choodasandra,1.4308929647001791,1.1964341275491317,2.588592500046716,3.5114732011920715,6.84,1
Bangalore,Prithvi layout,0.7801228953995489,0.2043676503485048,1.073694016005231,1.0102361551287684,8.89,1
Mumbai,Chandivali,0.2543329011974897,0.3600544186869518,1.5088131781750092,0.9323926800192988,9.09,1
New Delhi,Aali Village,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Bannerghatta Road,0.3732238664116999,0.0821487212343642,0.4647710231429258,3.72106230277785,8.27,1
Mumbai,Naigaon East,0.1281344114459009,0.2320931060317652,0.859444983807562,0.4980320118819383,9.49,1
New Delhi,Dabri,5.607504853873514e-06,0.4104833241295754,2.146499676717052,0.7079558831221527,9.21,1
New Delhi,Jeevan Niketan,0.1363267692701376,0.2151996071869809,3.09148573459806,1.626690566465121,8.74,1
Mumbai,Malad West,0.3004106099883282,0.6688596981671383,0.054012414761823,0.0,9.48,1
Bangalore,Seegehalli,0.0535444098677364,0.4547875466123827,3.1272618963810728,2.965898060531432,8.16,1
Mumbai,Thakur Village,0.4181887179432779,0.6539600574267774,0.3882425070948557,0.754754642394404,9.08,1
Bangalore,Devanahalli,10.599765266791804,10.78966243192457,11.77448484647993,15.93575527764741,0.0,1
New Delhi,Laxmi Nagar,0.9047346583194292,0.993487493803638,1.7310848194157438,0.3719454169742381,8.56,1
New Delhi,Laxmi Vihar Nawada,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Abul Fazal Enclave Part 1,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Spice Garden Layout,0.0115600251401041,0.3092241955054552,0.793154045212976,2.364487270878528,8.83,1
New Delhi,Dakshini Pitampura,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Block 6th Koramangala,0.2105119938535953,0.3458010597935786,0.498466859104597,2.520851400976285,8.68,1
Bangalore,Ex Service Men Colony,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Mahatma Gandhi Nagar,0.6117922064940509,0.1619980392766324,0.1146554426070754,0.456570036362605,9.36,1
New Delhi,Kotla Mubarakpur,0.1374668554461351,0.1779753154625389,2.7224861142419807,0.7285906703074363,9.15,1
New Delhi,Shanti Niketan,0.5298714497021478,0.3434380246343114,3.621248085655908,0.6723287951249647,8.72,1
Bangalore,Karthik Nagar,0.4941695418741156,0.1647060081208975,1.4066902102640415,1.6136583979610395,8.81,1
Mumbai,Dahisar West,0.1825624498916568,0.1856871077244895,2.240672590164073,0.7023829059000486,9.2,1
Bangalore,Nagavara,0.0580632979552528,0.500287547655921,3.517501060622178,3.5510659927031627,7.86,1
Bangalore,Sector 2 HSR Layout,0.236910905348057,0.2920472164829238,1.9464888000236733,2.419402663009729,8.51,1
Bangalore,Abbigere,0.9422459718449008,1.0267381443099182,6.53156072425204,2.0882758854478416,7.16,1
New Delhi,Sector 4 Dwarka,1.0807394654876503,0.8649914826633153,2.343781090440934,0.5195976545743222,8.37,1
Mumbai,JB Nagar,0.1519722600490978,0.2468341183329881,3.488019759994605,0.5243380981613872,9.07,1
Bangalore,Manyata Residency,0.9713855730067612,0.5752510005569861,3.224148208340287,4.158708790108173,7.09,1
Mumbai,Jayprakash Nagar,0.3191484888971167,0.1109671215624035,0.8879070842261763,0.5117525045136322,9.43,1
New Delhi,Kapashera,0.3955265499350702,2.7666447899589253,2.7841622436839124,3.2148648355845757,6.76,1
Mumbai,Dattapada,0.0818364055663665,0.3313052948833955,0.363540880712805,0.5137180177583783,9.54,1
Bangalore,RT Nagar,0.1671682937071466,0.3190461838306101,2.6094040304091477,2.431509013331456,8.44,1
New Delhi,Arjan Garh,5.455861327744103,0.8774680795085228,4.048170807929865,0.0029740245924064,5.95,1
Bangalore,Akshya Nagar,0.6855071141705444,0.5450954489673665,4.892855923584479,3.4792989354000934,7.28,1
New Delhi,South Extension 1,0.16777835680871,0.4532989319670028,2.49022073086825,0.0759727114541198,9.27,1
Bangalore,Mahadevapura,0.7221294522691918,0.3521818536199942,0.302491841952292,0.0,9.35,1
Mumbai,Vile Parle East,0.1201859553202801,0.4489472576207745,2.331519769918615,1.3456242481018157,8.85,1
Mumbai,Parel,0.1819152314992899,0.4401949759664252,1.6484570796199725,0.4943759945253842,9.24,1
New Delhi,Dwarka Mor,0.3165697748678498,0.7896274632854352,2.058159524671723,0.0,9.11,1
New Delhi,Block 32 East Patel Nagar,0.3753536111787911,0.3653109325846226,2.7041781011864874,0.3282732562616379,9.06,1
Bangalore,Gunjur Balagere Road,1.1783271020709385,0.8507763301691694,1.425664112930499,3.737242179441106,7.25,1
New Delhi,Mehrauli,0.2650000671273638,0.1108502037200244,3.081764612130577,1.266844695118197,8.85,1
New Delhi,Nathu Colony,0.0459541464133286,0.703013511612787,0.6356936630955893,1.6045924210877474,8.92,1
Bangalore,Banashankari Stage 1,0.5084528581404101,0.111328166297199,3.4226913663490204,2.312580060733246,8.26,1
Mumbai,Chunabhatti,0.3925205756930282,1.2419779894167022,1.7499599670239554,0.1804273455606822,8.81,1
New Delhi,Surajmal Vihar,0.2601646635261605,0.3609387107125292,0.6533491141900684,1.2830924499211658,9.08,1
Mumbai,Rambaug Powai,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Mumbai,Khar Danda,0.890134966007008,0.344151928339089,3.7075003101949946,1.82402678653602,8.05,1
New Delhi,Block F Palam Extension,7.55277648512436,4.121142167991509,8.140164685133328,6.264078683311558,1.37,1
New Delhi,Trilokpuri,0.7977040070753121,0.1135576860809861,1.4414852488445573,0.7760619241729183,8.96,1
Mumbai,Mahavir Nagar Kandivali West,0.1745053760839121,0.8284718905280549,1.1675379030030308,0.5383427888540439,9.1,1
New Delhi,Aya Nagar,5.905294523895013,0.0653939806269537,5.149990311776524,1.1031488234267752,5.78,1
Mumbai,Film City Road,0.7880803675595379,1.121918108843929,2.454200781138718,2.4671177731863434,7.67,1
Mumbai,Wadala,0.8090443499799569,0.802967465343449,3.5970555555045136,0.2859530512276697,8.47,1
Bangalore,Benson Town,0.3222167479364909,0.6101024608594031,1.8155849706952296,0.7377009613573086,8.95,1
Mumbai,Prabhadevi,0.0545626397108967,0.1650452555921579,0.6757177648792493,0.3313388051495158,9.66,1
Bangalore,Dollars Colony,0.5582313332977911,0.2488098980937759,1.5229152413546398,0.5633905941081632,9.1,1
New Delhi,Krishna Nagar,1.172169475973463,0.0969833573440995,0.9021039713509624,0.2978848916959715,9.0,1
New Delhi,Tilak Nagar,0.2519362476037851,0.2888282393286828,1.1529014573552523,0.0,9.53,1
Mumbai,Royal Palms Estate,1.3086204070743563,1.034879592422017,3.5021565801804813,2.610705215345744,7.19,1
Bangalore,Bellandur,0.1078136529946674,0.5464744589194722,1.164652338730037,3.602148811992647,8.14,1
Bangalore,Varthur,0.0794639042367177,0.0623381832601211,0.8414954920187205,4.66393620139883,8.05,1
Bangalore,BEML Layout-Brookefield,0.1391322625766752,0.1027085077850481,0.361449016028139,1.8356315941119263,9.12,1
Bangalore,Haralur Main Road,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Kempapura Agrahara,0.5045546414310158,0.7835592296606347,0.512378574924875,0.5570044667508048,9.02,1
Bangalore,Brookefield,0.1852259477886035,0.3008876731730684,0.0990484451783332,1.400994353610556,9.2,1
Mumbai,Juhu Versova Link Road,0.1568246814952644,0.3427374906213028,0.8299582855626382,0.8500344879206994,9.29,1
Mumbai,Kurla,0.3227112917649871,0.2859739885808363,1.9585599227202928,0.0,9.37,1
New Delhi,Vikaspuri,0.1972604343690126,6.381278374628679e-06,0.7452164681417929,1.1383823831284057,9.34,1
New Delhi,Sector 24 Rohini,2.030838725752458,0.3695808172272311,2.676570654229168,2.2531687369027487,7.35,1
Bangalore,Muthanallur,3.928192128431563,3.3212902447487163,3.6855836161711375,4.213451282307247,3.85,1
Mumbai,Cuffe Parade,1.2187393377132474,0.2310209208434689,0.5283547154678567,0.0943133647509529,9.04,1
Bangalore,Phase 7 JP Nagar,0.2569780469472153,0.1603554607187032,0.9687678516090128,0.8416428622460974,9.3,1
New Delhi,Sector 9 Rohini,0.3566870734110146,0.5139704375459428,0.2791458277179382,0.2842365388999996,9.38,1
New Delhi,Chirag Delhi,0.6150756318104238,0.626480082522235,1.250072873151422,0.3965104367488616,8.98,1
Bangalore,Gummanahalli,6.51123220005678,7.052637949364153,7.964420491872119,11.22764582404764,0.31,1
New Delhi,Kirari Suleman Nagar,0.2574100081379625,2.277276429830517,5.868189904830168,1.5357023187158845,7.25,1
New Delhi,Patel Nagar West,0.0894293861225433,0.3176041013636113,0.2286667922178784,0.048668114469307,9.73,1
New Delhi,Mahavir Enclave Part 1,0.7057477672287624,0.2639760337333345,3.153585887249382,0.3884261509978167,8.83,1
